Year	Month	Day	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24
2015	2	9	18271	17890	17854	17766	17822	18165	19252	20904	21112	20998	20790	20467	20245	19943	19821	19845	19934	20246	20419	20186	19883	19423	18863	18317
2015	2	10	17823	17474	17354	17378	17587	18043	19343	20785	21044	20767	20490	20196	20108	19770	19363	19348	19111	19457	19700	19573	19210	18923	18407	17981
2015	2	11	17493	17241	17004	17083	17161	17407	17604	18050	18537	19052	19201	18851	18471	18119	17997	17950	18213	18839	19183	19067	18742	18352	17971	17474
2015	2	12	17250	16993	16759	16673	16666	16759	16962	17164	17371	17877	18191	18108	17971	17727	17639	17663	17797	18113	18504	18396	18447	18171	17825	17262
2015	2	13	16807	16412	16339	16346	16558	16933	18130	19693	19947	19872	19748	19617	19439	19475	19378	19281	19289	19516	19701	19485	19156	18836	18201	17530
2015	2	14	16910	16530	16403	16403	16666	17017	18235	19820	20076	19919	19790	19586	19429	19394	19451	19331	19336	19460	19701	19484	19155	18835	18223	17440
2015	2	15	17126	16780	16609	16680	16794	17177	18378	19904	20377	20112	19874	19600	19442	19306	19318	19363	19392	19759	20065	19782	19451	19050	18545	17779
2015	2	16	17115	16953	16794	16819	16913	17473	18578	20233	20411	20377	20263	19969	19784	19689	19682	19743	19683	19934	20219	20130	19817	19517	18994	18413
2015	2	17	17908	17456	17294	17379	17579	18009	19156	20567	20907	20799	20625	20303	20135	19904	19949	19811	19763	19906	20295	20190	19891	19448	18980	18539
2015	2	18	18149	17891	17657	17567	17613	17779	18061	18555	19010	19637	19948	19877	19751	19659	19602	19575	19672	20092	20366	20185	19750	19362	19089	18694
2015	2	19	18184	17916	17715	17673	17706	17817	18114	18410	18701	19183	19510	19526	19455	19247	19172	19392	19549	19958	20331	20283	20121	19889	19561	18998
2015	2	20	18522	18262	18117	18056	18255	18625	19639	20754	21184	21301	21221	21001	20694	20668	20573	20426	20344	20444	20671	20499	20246	19817	19406	18839
2015	2	21	18319	17978	17898	17977	18165	18515	19500	20429	20897	21123	20982	20751	20461	20292	20300	20112	20073	20060	20377	20377	20202	19831	19463	18904
2015	2	22	18444	18115	18008	18095	18110	18547	19636	20870	21039	21213	21131	20827	20555	20358	20180	19997	19935	20054	20245	20221	19898	19381	18986	18425
2015	2	23	17954	17626	17541	17545	17625	17851	18816	19869	20260	20200	20174	20111	19988	19864	19825	19666	19747	19581	19936	19817	19547	19087	18685	18056
2015	2	24	17683	17322	17101	17091	17199	17489	18380	19331	19888	19950	19844	19611	19331	19141	19009	18732	18838	18883	19157	19087	18757	18281	17943	17457
2015	2	25	17043	16763	16535	16460	16405	16465	16767	17060	17512	18092	18351	18265	18066	17927	17825	17756	17855	18081	18545	18402	18160	17791	17445	17154
2015	2	26	16798	16541	16382	16263	16238	16336	16543	16770	17096	17493	17621	17558	17348	17246	17220	17273	17318	17681	18193	18260	18100	17916	17606	17134
2015	2	27	16601	16335	16205	16224	16397	16866	18084	19434	19806	19667	19374	19191	19025	18840	18686	18485	18435	18479	18946	19067	18943	18656	18126	17495
2015	2	28	16913	16632	16538	16543	16686	17164	18409	19962	20299	19756	19247	18834	18539	18262	18092	18082	18104	18236	18612	18701	18643	18321	17792	17175
2015	3	1	16622	16532	16437	16534	16650	17105	18156	19432	19719	19351	18987	18510	18294	18151	18016	17911	17904	18148	18644	18855	18612	18331	17872	17092
2015	3	2	16858	16620	16555	16569	16769	17251	18265	19535	19843	19450	19124	18758	18491	18357	18222	18017	18048	18226	18623	18859	18652	18342	17928	17317
2015	3	3	16939	16713	16606	16675	16874	17245	18507	19714	20054	19889	19518	19275	19059	18826	18602	18398	18254	18403	18840	19072	18783	18354	17955	17561
2015	3	4	17238	16960	16859	16830	16852	16993	17360	17612	18149	18492	18479	18161	17822	17598	17249	17112	17265	17694	18322	18501	18162	17780	17471	17030
2015	3	5	16852	16556	16334	16297	16309	16285	16580	16645	16916	17250	17347	17172	17004	16814	16719	16735	16781	16889	17387	17665	17612	17387	16988	16467
2015	3	6	15919	15804	15781	15772	15930	16408	17513	18811	19111	18931	18601	18354	18100	18055	17970	17825	17632	17742	18228	18304	18056	17742	17170	16426
2015	3	7	15801	15587	15518	15615	15762	16236	17251	18675	19101	18790	18504	18113	17843	17545	17676	17716	17539	17622	17970	18137	17886	17604	17075	16500
2015	3	8	15745	15428	15351	15372	15510	15964	17067	18360	18683	18456	18072	17653	17369	17147	17161	17069	16891	16988	17319	17523	17370	17082	16392	15781
2015	3	9	15244	14939	14807	14877	15111	15465	16526	17954	18214	17926	17791	17604	17333	17325	17234	17115	17031	16989	17473	17500	17333	16982	16476	15743
2015	3	10	15263	14892	14783	14924	14988	15336	16373	17596	17962	17827	17688	17230	17091	16973	16725	16517	16404	16650	17169	17458	17223	16814	16314	15990
2015	3	11	15617	15303	15174	15192	15250	15268	15553	15866	16308	16619	16760	16547	16242	16072	15864	15887	15967	16408	16814	17113	16811	16513	16223	15884
2015	3	12	15537	15380	15213	15266	15288	15376	15545	15661	16103	16440	16581	16525	16366	16221	15917	15887	15884	16071	16672	17176	17075	16891	16509	15889
2015	3	13	15552	15526	15480	15496	15608	16020	17161	18506	18668	18348	18014	17598	17369	17437	17359	17215	17084	17028	17107	17919	17654	17414	16931	16284
2015	3	14	15967	15877	15767	15878	15967	16371	17538	19025	19285	18527	18187	17739	17588	17485	17087	17524	17504	17474	17763	18148	17750	17387	16818	16246
2015	3	15	15474	15128	15148	15202	15303	15758	16791	18096	18474	18200	17972	17641	17449	17324	17166	17157	17227	17223	17451	17805	17568	17149	16688	16077
2015	3	16	15436	15038	14983	14946	15072	15437	16428	17825	18255	18084	17748	17652	17518	17465	17250	17163	17089	17130	17209	17420	17178	16813	16213	15548
2015	3	17	15060	14626	14460	14497	14614	15035	16026	17381	17834	17626	17571	17441	17163	16953	16937	16819	16585	16666	16912	17199	16648	16226	15681	15250
2015	3	18	14833	14575	14461	14405	14409	14550	14631	14867	15458	15813	15947	15881	15796	15572	15493	15277	15325	15537	15908	16403	16128	15749	15336	15044
2015	3	19	14651	14410	14339	14255	14319	14411	14582	14829	15257	15649	15883	15749	15532	15378	15245	15307	15254	15425	15747	16505	16523	16309	15960	15525
2015	3	20	15028	14743	14661	14724	14923	15335	16377	18072	18385	18186	17961	17533	17315	17048	16862	16703	16716	16824	17084	17426	17029	16836	16213	15663
2015	3	21	14823	14595	14546	14561	14667	14993	16027	17345	17532	17490	17197	17060	16803	16808	16521	16465	16356	16291	16439	16960	16835	16551	16099	15496
2015	3	22	15075	14736	14627	14708	14823	15238	16163	17550	17799	17580	17449	17179	17021	16937	16926	16816	16737	16797	16926	17130	17052	16695	16055	15400
2015	3	23	14850	14580	14449	14445	14580	14968	15823	17223	17514	17113	17012	16833	16621	16511	16483	16339	16347	16413	16538	17023	16798	16464	15835	15241
2015	3	24	14609	14327	14163	14212	14387	14655	15634	17070	17445	17319	17198	17031	16781	16672	16618	16415	16282	16304	16354	16651	16327	15940	15467	14958
2015	3	25	14444	14121	13880	13859	13894	14015	14166	14592	15124	15675	15834	15631	15415	15264	15174	15050	15005	15136	15435	15853	15474	15008	14853	14480
2015	3	26	14208	13919	13918	13799	13873	13872	14057	14284	14393	14788	15175	15282	15325	15223	15198	15187	15106	15141	15362	15468	15780	15691	15372	14915
2015	3	27	14335	14107	13948	13967	13982	14248	15005	15794	16385	16710	16782	16630	16498	16306	16347	16194	16009	15916	15899	15942	16277	16146	15762	15320
2015	3	28	14922	14581	14463	14509	14634	14819	15511	16276	16853	17059	17052	16814	16379	16336	16373	16311	16223	16167	16202	16305	16494	16314	15883	15510
2015	3	29	14948	14589	14369	14376	14439	14678	15342	16022	16638	16798	16711	16771	16551	16314	16146	15900	15752	15619	15526	15572	15648	15332	15018	14730
2015	3	30	14341	13951	13783	13675	13693	13875	14065	14401	14812	15169	15429	15388	15236	15051	14974	15008	14923	14807	14731	14860	15070	14895	14559	14417
2015	3	31	14045	13746	13598	13598	13646	13784	14089	14336	14599	15083	15296	15242	15091	14795	14721	14635	14559	14516	14611	14762	14974	14931	14556	14336
2015	4	1	13873	13684	13511	13536	13530	13702	13948	14075	14481	14868	14983	14846	14624	14438	14257	14087	13946	14072	14211	14394	14642	14728	14435	14191
2015	4	2	13906	13612	13485	13498	13446	13477	13568	13675	13889	14190	14292	14229	14081	13864	13742	13694	13745	13797	13943	14178	14546	14665	14325	14125
2015	4	3	13544	13346	13182	13165	13320	13562	13786	14118	14415	14910	15165	15179	15040	14906	14734	14589	14536	14422	14433	14543	14965	15068	14735	14455
2015	4	4	13777	13464	13385	13448	13603	14014	15145	16580	17084	16943	16771	16606	16457	16431	16361	16286	16198	15923	15871	15937	16053	16011	15321	14740
2015	4	5	13800	13422	13505	13484	13521	13808	14734	16178	16650	16506	16321	15940	15679	15336	15296	15220	15103	15149	15212	15153	15341	15311	14792	14293
2015	4	6	13588	13294	13157	13147	13204	13463	14433	15997	16415	16265	16200	15875	15645	15467	15421	15350	15333	15342	15411	15463	15647	15421	14929	14333
2015	4	7	13740	13464	13322	13360	13475	13759	14677	16308	16657	16452	16244	15593	15167	14980	14774	14555	14342	14293	14230	14276	14509	14482	14093	13607
2015	4	8	13435	13189	13092	13062	13121	13287	13452	13802	14198	14550	14641	14527	14256	13924	13657	13540	13473	13498	13648	13843	14076	14098	13871	13520
2015	4	9	13274	13080	12969	12982	13033	13117	13151	13376	13568	13848	13931	13816	13599	13342	13228	13202	13161	13043	13174	13484	13861	14097	13890	13535
2015	4	10	13017	12865	12781	12901	12968	13358	14546	16288	16335	15693	15193	14917	14586	14589	14425	14236	14157	14025	13968	14163	14517	14569	14248	13788
2015	4	11	12893	12538	12434	12434	12595	12929	13957	15537	15702	15362	15178	15010	14831	14646	14382	14245	14050	13996	13926	13986	14032	14295	14021	13572
2015	4	12	12913	12691	12674	12761	12898	13208	14241	15699	15898	15615	15267	15072	14888	14755	14516	14305	14150	14097	14056	14067	14139	14306	14009	13457
2015	4	13	12834	12632	12538	12582	12657	12877	13856	15189	15725	15663	15536	15355	15288	14986	14671	14518	14421	14422	14375	14496	14605	14709	14314	13795
2015	4	14	13253	13056	12871	12889	13020	13231	14239	15560	16067	15733	15343	15243	15043	14862	14708	14638	14528	14449	14615	14702	14580	14536	14077	13673
2015	4	15	13331	13094	12866	12836	12850	12912	12933	13349	13920	14464	14736	14474	14350	13968	13938	13843	13727	13803	13776	13795	13835	14057	13840	13603
2015	4	16	13170	12895	12788	12761	12791	12852	12854	12925	13244	13535	13824	13805	13887	13870	13881	13756	13693	13729	13775	13952	14150	14579	14406	13986
2015	4	17	13433	13228	13201	13307	13433	13892	15032	16633	17002	16622	16543	15882	15583	15460	15106	15119	14964	14887	14836	14844	15100	15313	14956	14329
2015	4	18	13771	13533	13457	13492	13611	14059	15294	16873	16926	16478	16126	15897	15586	15242	15561	15351	15271	15211	15089	15038	15149	15333	14997	14420
2015	4	19	13784	13459	13343	13342	13507	13823	14815	16412	16776	16367	15916	15775	15500	15455	15320	15296	15171	14897	14796	14794	14853	15265	15033	14529
2015	4	20	13757	13554	13497	13571	13674	13949	14900	16245	16602	16141	15861	15593	15251	15074	14711	14678	14616	14633	14628	14712	14850	15001	14752	14204
2015	4	21	13784	13483	13312	13387	13508	13803	14746	16229	16692	16268	15971	15630	15382	15243	15187	14938	14817	14725	14600	14661	14637	14771	14605	14257
2015	4	22	13681	13390	13217	13139	13212	13220	13387	13695	14046	14505	14596	14448	14114	13907	13605	13465	13319	13490	13641	13629	13526	13807	13728	13477
2015	4	23	13141	12898	12796	12728	12792	12786	12771	12953	13296	13659	13964	14014	13903	13678	13496	13411	13359	13280	13285	13468	13539	13777	13745	13341
2015	4	24	12813	12557	12493	12522	12642	12875	13928	15263	15753	15573	15289	15070	14906	14838	14941	14860	14790	14619	14475	14371	14355	14464	14008	13303
2015	4	25	12757	12517	12453	12438	12663	12840	13723	14906	15439	15133	14903	14772	14404	14416	14257	14083	14033	13945	13943	13969	13967	14278	14035	13504
2015	4	26	13079	12857	12773	12822	12910	13127	14052	15556	15880	15863	15856	15677	15606	15523	15561	15485	15463	15306	15252	15245	14896	14811	14311	13556
2015	4	27	13090	12773	12617	12578	12599	12754	13713	15104	15408	15258	15111	15243	15026	14599	14411	14243	14219	14132	13824	13792	13732	13873	13594	13009
2015	4	28	12424	12075	11947	12042	12134	12347	13187	14384	14940	14882	14642	14533	14444	14177	13977	13839	13622	13626	13680	13559	13249	13208	13068	12817
2015	4	29	12453	11920	11882	11896	11874	11812	11785	12121	12694	13185	13481	13620	13633	13586	13467	13140	12929	13061	13110	13164	13018	13160	13366	13265
2015	4	30	12812	12651	12550	12656	12679	12662	12699	12907	13138	13539	13692	13672	13555	13411	13208	13220	13249	13206	13187	13289	13454	13807	13777	13472
2015	5	1	12764	12553	12558	12652	12786	13074	14173	15555	15798	15388	15162	15100	14986	14898	14711	14528	14502	14242	14076	14124	14224	14378	14227	13708
2015	5	2	13024	12796	12735	12712	12829	13068	14185	15666	15926	15926	15938	15742	15452	15167	15226	14948	14769	14642	14457	14386	14470	14623	14416	13914
2015	5	3	13356	13111	13042	13061	13168	13332	14341	15731	15909	15612	15332	14980	14697	14677	14624	14474	14249	14075	13959	13942	14032	14278	14200	13684
2015	5	4	13030	12780	12667	12722	12776	12940	14059	15258	15529	15346	15070	14754	14618	14458	14329	14258	14243	14091	14019	13956	13964	13951	13817	13336
2015	5	5	12768	12532	12554	12558	12603	12766	13574	14964	14998	14878	14477	14227	13977	13961	13792	13490	13292	13151	13095	13072	13025	13011	13019	12816
2015	5	6	12437	12115	11934	11937	11871	11870	12094	12351	12810	13146	13348	13303	13160	12929	12773	12592	12503	12577	12642	12691	12497	12543	12633	12550
2015	5	7	12188	11951	11864	11826	11798	11716	11846	11970	12355	12781	13000	13025	12910	12825	12727	12755	12725	12694	12782	12897	13129	13227	13211	12914
2015	5	8	12497	12155	12126	12161	12236	12437	13444	14705	15294	15320	15091	14896	14753	14710	14701	14533	14329	14163	13998	13951	14005	14045	14071	13609
2015	5	9	13148	12922	12872	12952	13029	13212	14184	15444	15635	15328	15233	14938	14771	14469	14661	14684	14421	14200	14065	14037	14154	14129	14128	13750
2015	5	10	13135	12942	12939	13087	12943	13039	13987	15373	15605	15129	14858	14634	14513	14397	14346	14297	14093	13947	13863	13388	13282	13750	13616	12826
2015	5	11	12712	12449	12264	12231	12187	12160	12490	12867	13281	13640	13978	14023	13906	13745	13570	13462	13284	13229	13198	13157	13095	13062	12998	12813
2015	5	12	12398	12116	11947	11899	11935	12027	12578	13498	14145	14290	14087	13919	13641	13479	13308	13004	12759	12714	12722	12847	12806	12556	12535	12280
2015	5	13	11834	11521	11296	11238	11184	11112	11367	11635	12121	12672	12862	12770	12701	12701	12622	12405	12388	12521	12620	12517	12257	12106	11973	11873
2015	5	14	11494	11164	10928	10846	10760	10570	10575	11003	11491	11977	12300	12511	12518	12501	12519	12531	12502	12465	12383	12375	12437	12373	12286	11912
2015	5	15	11538	11157	10927	10774	10852	10887	11393	12393	12883	12974	12874	12691	12533	12200	11999	11913	11834	11811	11920	11990	12027	12028	12131	11824
2015	5	16	11579	11360	11349	11341	11353	11625	12534	13859	14254	14088	13840	13736	13568	13568	13533	13415	13159	13032	12872	12809	12838	12701	12517	12161
2015	5	17	11554	11286	11150	11142	11090	11209	12115	13652	14030	13870	13873	13576	13426	13334	13314	13150	13028	12831	12788	12734	12644	12628	12445	12129
2015	5	18	11487	10990	10853	10926	10898	11034	12193	13398	13798	13729	13680	13578	13472	13368	13138	13164	12999	12841	12841	12855	12713	12648	12447	12156
2015	5	19	11549	11220	11102	10962	10993	11212	12233	13347	13816	13647	13533	13519	13280	13220	13126	12924	12501	12392	12256	12227	12099	11994	12010	11844
2015	5	20	11446	11111	10842	10638	10437	10314	10459	10845	11438	12039	12398	12389	12239	12051	11913	11786	11757	11865	11979	11996	11871	11699	11731	11632
2015	5	21	11122	10941	10689	10536	10426	10241	10268	10564	11009	11451	11756	11876	11854	11759	11564	11529	11509	11593	11637	11601	11655	11665	11913	11604
2015	5	22	11104	10883	10754	10743	10648	10678	10805	11269	11641	12111	12431	12486	12499	12369	12419	12424	12331	12436	12476	12650	12671	12638	12513	12380
2015	5	23	11904	11581	11557	11567	11531	11598	12720	14093	14651	14144	14064	13780	13797	13894	13691	13681	13531	13281	13251	13154	13221	13247	13142	12796
2015	5	24	11864	11690	11495	11441	11382	11461	12785	13825	14340	13960	14075	13926	13727	13553	13462	13459	13364	13133	13117	13141	13050	13132	13110	12695
2015	5	25	11927	11609	11500	11443	11413	11617	12532	13760	14072	13683	13665	13598	13378	13358	13340	13205	13160	13048	12912	12803	12817	12753	12695	12445
2015	5	26	11888	11610	11481	11438	11349	11595	12481	13655	14158	13938	13759	13519	13412	13262	13142	13019	12897	12816	12844	12610	12516	12322	12314	12058
2015	5	27	11633	11353	11215	11099	10996	10926	11152	11446	11909	12246	12647	12572	12452	12298	12242	12175	12127	12166	12188	12235	12146	11822	11693	11567
2015	5	28	11531	11228	10938	10843	10736	10777	10822	10957	11260	11615	11993	12115	12099	12035	11962	11862	11689	11536	11632	11862	11898	11750	11788	11712
2015	5	29	11303	11021	10944	10871	10853	11147	12022	13208	13563	13599	13391	13319	13257	13205	13236	13116	12996	12796	12711	12593	12482	12404	12249	11944
2015	5	30	11452	11068	10881	10739	10649	10876	11716	12905	13345	13294	13237	13037	13110	12977	12691	12676	12561	12401	12199	12165	12164	12033	11878	11670
2015	5	31	11065	10646	10499	10447	10344	10553	11441	12698	13069	12924	12936	12938	12885	12876	12851	12890	12861	12673	12549	12575	12621	12468	12208	11857
2015	6	1	11087	10795	10657	10539	10391	10597	11375	12588	13224	13245	13152	13114	13070	12986	12933	12805	12728	12756	12555	12530	12398	12265	12108	11789
2015	6	2	11244	10990	10828	10762	10633	10898	11686	12906	13434	13547	13396	13260	13141	13119	12898	12684	12351	12317	12248	12082	11930	11869	11872	11735
2015	6	3	11256	10994	10782	10698	10605	10558	10707	11064	11611	12018	12289	12330	12299	12026	11792	11659	11726	11838	11848	11804	11725	11579	11615	11540
2015	6	4	11089	10975	10784	10672	10533	10478	10616	10834	11061	11547	11828	11809	11795	11687	11580	11503	11595	11620	11680	11755	11850	11873	11945	11742
2015	6	5	11099	10777	10652	10634	10524	10653	11658	12828	13510	13184	13096	13112	13029	12942	13032	12866	12748	12593	12456	12448	12417	12277	12178	11942
2015	6	6	11113	10929	10755	10723	10611	10724	11704	13029	13381	13299	13149	13114	12964	12904	13017	12845	12812	12691	12601	12483	12403	12187	11977	11720
2015	6	7	10987	10670	10570	10494	10369	10477	11564	12512	12960	13033	13051	13021	12964	12914	12850	12713	12651	12406	12334	12287	12204	12125	11939	11622
2015	6	8	10956	10582	10374	10405	10410	10529	11376	12715	13143	13173	13255	13114	13032	12890	12747	12677	12636	12514	12374	12321	12306	11996	10847	10167
2015	6	9	11011	10739	10527	10477	10382	10504	11444	12683	13196	13245	13147	13029	13044	12803	12824	12783	12720	12550	12489	12293	12120	11906	11794	11429
2015	6	10	11154	10725	10498	10486	10390	10324	10477	10845	11564	11953	12425	12523	12322	12163	11986	12018	12080	12121	12053	12035	11938	11667	11523	11383
2015	6	11	11113	10789	10668	10622	10419	10401	10530	10803	11146	11625	12037	12231	12121	12013	12033	12003	12016	12011	12145	12177	12246	12172	12065	11862
2015	6	12	11307	11020	10827	10762	10675	10889	12040	13452	14008	13948	13782	13635	13586	13456	13238	13146	12962	12787	12807	12676	12578	12500	12243	11746
2015	6	13	11099	10770	10645	10538	10444	10646	11621	13191	13782	13562	13835	13520	13319	13020	13044	13052	12844	12675	12514	12538	12568	12522	12278	12063
2015	6	14	11375	11035	10970	10958	10779	10956	11845	13070	13444	13420	13330	13276	13277	13138	13075	12955	12919	12725	12656	12537	12534	12354	12175	11809
2015	6	15	11350	11019	10817	10679	10574	11022	11849	12841	13129	13104	12950	13104	13175	12951	12823	12764	12720	12482	12446	12399	12311	12204	11999	11566
2015	6	16	11074	10661	10584	10566	10386	10640	11550	13017	13402	13263	13205	13152	13037	12906	12870	12782	12570	12503	12558	12521	12365	12022	11858	11705
2015	6	17	11435	11143	11008	10928	10767	10710	10935	11246	11789	12352	12692	12804	12681	12602	12418	12254	12200	12305	12350	12031	12021	11815	11609	11674
2015	6	18	11434	11193	11067	10888	10658	10558	10654	10916	11216	11553	11853	11902	11869	11752	11716	11680	11644	11707	11695	11810	11905	11758	11839	11685
2015	6	19	11306	11050	10901	10719	10663	10794	11747	12883	13428	13281	13347	13397	13289	13255	13092	12836	12759	12719	12592	12455	12454	12280	12064	11829
2015	6	20	11407	11034	10876	10741	10691	10860	11667	12708	13188	13071	13139	13303	13301	13079	13082	12967	12898	12849	12764	12747	12538	12452	12201	11864
2015	6	21	11213	10863	10816	10714	10562	10667	11529	12754	13271	13428	13303	13447	13416	13141	13065	12832	12680	12635	12262	12065	12094	11983	11862	11686
2015	6	22	11357	10973	10719	10648	10567	10727	11505	12551	13024	13208	13136	13139	13023	13120	13018	12975	12978	12862	12729	12687	12491	12312	12093	11704
2015	6	23	11221	10884	10725	10631	10475	10636	11360	12432	13094	13243	13299	13249	13236	13029	12743	12563	12424	12314	12230	12183	12013	11687	11505	11287
2015	6	24	11065	10752	10595	10344	10261	10263	10304	10652	11205	11828	12084	12120	11879	11647	11532	11485	11539	11608	11584	11474	11267	11117	11098	11096
