Pattern	S wind	N wind	G wind	S wind new	N wind new	G wind new
M11,D03,H10	17,90	64,00	16,00	17,90	64,00	16,00
M11,D03,H11	18,90	64,60	17,10	18,90	64,60	17,10
M11,D03,H12	19,80	65,30	18,30	19,80	65,30	18,30
M11,D03,H13	20,70	65,90	19,50	20,70	65,90	19,50
M11,D03,H14	21,80	64,80	20,10	21,80	64,80	20,10
M11,D03,H15	22,90	63,60	20,70	22,90	63,60	20,70
M11,D03,H16	24,00	62,50	21,30	24,00	62,50	21,30
M11,D03,H17	25,20	61,30	22,00	25,20	61,30	22,00
M11,D03,H18	26,30	60,20	22,60	26,30	60,20	22,60
M11,D03,H19	27,40	59,00	23,20	27,40	59,00	23,20
M11,D03,H20	27,30	61,30	24,20	27,30	61,30	24,20
M11,D03,H21	27,10	63,70	25,20	27,10	63,70	25,20
M11,D03,H22	27,00	66,00	26,20	27,00	66,00	26,20
M11,D03,H23	26,80	68,30	27,30	26,80	68,30	27,30
M11,D03,H24	26,70	70,60	28,30	26,70	70,60	28,30
M11,D04,H01	26,60	72,90	29,30	26,60	72,90	29,30
M11,D04,H02	29,00	74,10	30,60	29,00	74,10	30,60
M11,D04,H03	31,50	75,40	32,00	31,50	75,40	32,00
M11,D04,H04	34,00	76,60	33,30	34,00	76,60	33,30
M11,D04,H05	36,40	77,90	34,70	36,40	77,90	34,70
M11,D04,H06	38,90	79,10	36,00	38,90	79,10	36,00
M11,D04,H07	41,40	80,40	37,40	41,40	80,40	37,40
M11,D04,H08	44,50	80,90	39,80	44,50	80,90	39,80
M11,D04,H09	47,50	81,50	42,20	47,50	81,50	42,20
M11,D04,H10	50,60	82,10	44,60	50,60	82,10	44,60
M11,D04,H11	53,70	82,70	47,10	53,70	82,70	47,10
M11,D04,H12	56,80	83,30	49,50	56,80	83,30	49,50
M11,D04,H13	59,90	83,90	51,90	59,90	83,90	51,90
M11,D04,H14	62,20	83,90	50,10	62,20	83,90	50,10
M11,D04,H15	64,60	84,00	48,20	64,60	84,00	48,20
M11,D04,H16	67,00	84,00	46,40	67,00	84,00	46,40
M11,D04,H17	69,30	84,00	44,60	69,30	84,00	44,60
M11,D04,H18	71,70	84,00	42,70	71,70	84,00	42,70
M11,D04,H19	74,10	84,00	40,90	74,10	84,00	40,90
M11,D04,H20	73,00	82,20	40,80	73,00	82,20	40,80
M11,D04,H21	71,80	80,40	40,80	71,80	80,40	40,80
M11,D04,H22	70,70	78,60	40,80	70,70	78,60	40,80
M11,D04,H23	69,60	76,80	40,70	69,60	76,80	40,70
M11,D04,H24	68,50	75,00	40,70	68,50	75,00	40,70
M11,D05,H01	67,40	73,20	40,60	67,40	73,20	40,60
M11,D05,H02	67,70	68,50	42,80	67,70	68,50	42,80
M11,D05,H03	68,00	63,70	45,00	68,00	63,70	45,00
M11,D05,H04	68,30	59,00	47,20	68,30	59,00	47,20
M11,D05,H05	68,60	54,20	49,40	68,60	54,20	49,40
M11,D05,H06	68,90	49,50	51,60	68,90	49,50	51,60
M11,D05,H07	69,20	44,70	53,80	69,20	44,70	53,80
M11,D05,H08	70,20	40,40	52,00	70,20	40,40	52,00
M11,D05,H09	71,20	36,10	50,10	71,20	36,10	50,10
M11,D05,H10	72,20	31,70	48,30	72,20	31,70	48,30
M11,D05,H11	73,20	27,40	46,40	73,20	27,40	46,40
M11,D05,H12	74,20	23,10	44,60	74,20	23,10	44,60
M11,D05,H13	75,20	18,80	42,80	75,20	18,80	42,80
M11,D05,H14	73,10	23,10	44,20	73,10	23,10	44,20
M11,D05,H15	70,90	27,40	45,60	70,90	27,40	45,60
M11,D05,H16	68,70	31,70	47,00	68,70	31,70	47,00
M11,D05,H17	66,60	36,00	48,50	66,60	36,00	48,50
M11,D05,H18	64,40	40,40	49,90	64,40	40,40	49,90
M11,D05,H19	62,30	44,70	51,30	62,30	44,70	51,30
M11,D05,H20	61,60	48,60	52,20	61,60	48,60	52,20
M11,D05,H21	61,00	52,50	53,10	61,00	52,50	53,10
M11,D05,H22	60,30	56,40	53,90	60,30	56,40	53,90
M11,D05,H23	59,70	60,30	54,80	59,70	60,30	54,80
M11,D05,H24	59,00	64,30	55,70	59,00	64,30	55,70
M11,D06,H01	58,40	68,20	56,50	58,40	68,20	56,50
M11,D06,H02	59,30	68,40	56,60	59,30	68,40	56,60
M11,D06,H03	60,10	68,60	56,80	60,10	68,60	56,80
M11,D06,H04	61,00	68,80	56,90	61,00	68,80	56,90
M11,D06,H05	61,90	69,00	57,00	61,90	69,00	57,00
M11,D06,H06	62,80	69,20	57,10	62,80	69,20	57,10
M11,D06,H07	63,70	69,40	57,20	63,70	69,40	57,20
M11,D06,H08	64,30	70,40	55,60	64,30	70,40	55,60
M11,D06,H09	65,00	71,30	53,90	65,00	71,30	53,90
M11,D06,H10	65,70	72,20	52,30	65,70	72,20	52,30
M11,D06,H11	66,40	73,20	50,60	66,40	73,20	50,60
M11,D06,H12	67,00	74,10	49,00	67,00	74,10	49,00
M11,D06,H13	67,70	75,00	47,40	67,70	75,00	47,40
M11,D06,H14	68,20	69,20	41,70	68,20	69,20	41,70
M11,D06,H15	68,60	63,40	36,00	68,60	63,40	36,00
M11,D06,H16	69,10	57,70	30,40	69,10	57,70	30,40
M11,D06,H17	69,50	51,90	24,70	69,50	51,90	24,70
M11,D06,H18	70,00	46,10	19,10	70,00	46,10	19,10
M11,D06,H19	70,40	40,30	13,40	70,40	40,30	13,40
M11,D06,H20	68,30	35,30	12,10	68,30	35,30	12,10
M11,D06,H21	66,20	30,30	10,80	66,20	30,30	10,80
M11,D06,H22	64,10	25,20	9,51	64,10	25,20	9,51
M11,D06,H23	62,00	20,20	8,22	62,00	20,20	8,22
M11,D06,H24	59,90	15,10	6,92	59,90	15,10	6,92
M11,D07,H01	57,80	10,10	5,63	57,80	10,10	5,63
M11,D07,H02	53,30	8,73	7,12	53,30	8,73	7,12
M11,D07,H03	48,80	7,35	8,61	48,80	7,35	8,61
M11,D07,H04	44,30	5,98	10,10	44,30	5,98	10,10
M11,D07,H05	39,80	4,60	11,60	39,80	4,60	11,60
M11,D07,H06	35,40	3,22	13,10	35,40	3,22	13,10
M11,D07,H07	30,90	1,84	14,60	30,90	1,84	14,60
M11,D07,H08	27,30	1,80	13,90	27,30	1,80	13,90
M11,D07,H09	23,60	1,77	13,20	23,60	1,77	13,20
M11,D07,H10	20,00	1,73	12,50	20,00	1,73	12,50
M11,D07,H11	16,40	1,69	11,80	16,40	1,69	11,80
M11,D07,H12	12,80	1,66	11,10	12,80	1,66	11,10
M11,D07,H13	9,18	1,62	10,40	9,18	1,62	10,40
M11,D07,H14	10,10	2,46	9,88	10,10	2,46	9,88
M11,D07,H15	11,00	3,30	9,39	11,00	3,30	9,39
M11,D07,H16	11,90	4,14	8,90	11,90	4,14	8,90
M11,D07,H17	12,80	4,98	8,41	12,80	4,98	8,41
M11,D07,H18	13,80	5,81	7,92	13,80	5,81	7,92
M11,D07,H19	14,70	6,65	7,43	14,70	6,65	7,43
M11,D07,H20	15,00	6,84	7,27	15,00	6,84	7,27
M11,D07,H21	15,20	7,02	7,12	15,20	7,02	7,12
M11,D07,H22	15,50	7,20	6,96	15,50	7,20	6,96
M11,D07,H23	15,80	7,38	6,81	15,80	7,38	6,81
M11,D07,H24	16,00	7,56	6,65	16,00	7,56	6,65
M11,D08,H01	16,30	7,75	6,50	16,30	7,75	6,50
M11,D08,H02	16,80	8,50	6,97	16,80	8,50	6,97
M11,D08,H03	17,40	9,26	7,45	17,40	9,26	7,45
M11,D08,H04	17,90	10,00	7,93	17,90	10,00	7,93
M11,D08,H05	18,40	10,80	8,40	18,40	10,80	8,40
M11,D08,H06	18,90	11,50	8,88	18,90	11,50	8,88
M11,D08,H07	19,50	12,30	9,35	19,50	12,30	9,35
M11,D08,H08	18,50	12,90	10,10	18,50	12,90	10,10
M11,D08,H09	17,50	13,50	10,90	17,50	13,50	10,90
M11,D08,H10	16,60	14,10	11,70	16,60	14,10	11,70
M11,D08,H11	15,60	14,70	12,50	15,60	14,70	12,50
M11,D08,H12	14,60	15,30	13,20	14,60	15,30	13,20
M11,D08,H13	13,60	15,90	14,00	13,60	15,90	14,00
M11,D08,H14	14,90	14,40	14,50	14,90	14,40	14,50
M11,D08,H15	16,20	12,90	15,00	16,20	12,90	15,00
M11,D08,H16	17,50	11,50	15,50	17,50	11,50	15,50
M11,D08,H17	18,80	9,99	15,90	18,80	9,99	15,90
M11,D08,H18	20,10	8,52	16,40	20,10	8,52	16,40
M11,D08,H19	21,40	7,05	16,90	21,40	7,05	16,90
M11,D08,H20	20,90	6,74	15,10	20,90	6,74	15,10
M11,D08,H21	20,40	6,44	13,20	20,40	6,44	13,20
M11,D08,H22	19,90	6,13	11,30	19,90	6,13	11,30
M11,D08,H23	19,40	5,83	9,49	19,40	5,83	9,49
M11,D08,H24	19,00	5,52	7,63	19,00	5,52	7,63
M11,D09,H01	18,50	5,21	5,78	18,50	5,21	5,78
M11,D09,H02	18,30	17,30	5,04	18,30	17,30	5,04
M11,D09,H03	18,00	29,40	4,30	18,00	29,40	4,30
M11,D09,H04	17,80	41,50	3,57	17,80	41,50	3,57
M11,D09,H05	17,60	53,60	2,83	17,60	53,60	2,83
M11,D09,H06	17,40	65,70	2,10	17,40	65,70	2,10
M11,D09,H07	17,20	77,80	1,36	17,20	77,80	1,36
M11,D09,H08	14,70	74,50	2,46	14,70	74,50	2,46
M11,D09,H09	12,20	71,30	3,56	12,20	71,30	3,56
M11,D09,H10	9,66	68,00	4,66	9,66	68,00	4,66
M11,D09,H11	7,17	64,80	5,77	7,17	64,80	5,77
M11,D09,H12	4,67	61,50	6,87	4,67	61,50	6,87
M11,D09,H13	2,17	58,30	7,97	2,17	58,30	7,97
M11,D09,H14	12,20	57,40	12,40	12,20	57,40	12,40
M11,D09,H15	22,20	56,50	16,80	22,20	56,50	16,80
M11,D09,H16	32,20	55,60	21,20	32,20	55,60	21,20
M11,D09,H17	42,20	54,70	25,60	42,20	54,70	25,60
M11,D09,H18	52,30	53,80	30,10	52,30	53,80	30,10
M11,D09,H19	62,30	52,90	34,50	62,30	52,90	34,50
M11,D09,H20	65,90	54,80	40,60	65,90	54,80	40,60
M11,D09,H21	69,40	56,70	46,60	69,40	56,70	46,60
M11,D09,H22	73,00	58,60	52,70	73,00	58,60	52,70
M11,D09,H23	76,60	60,40	58,80	76,60	60,40	58,80
M11,D09,H24	80,20	62,30	64,80	80,20	62,30	64,80
M11,D10,H01	83,70	64,20	70,90	83,70	64,20	70,90
M11,D10,H02	81,50	62,60	70,90	81,50	62,60	70,90
M11,D10,H03	79,30	61,00	71,00	79,30	61,00	71,00
M11,D10,H04	77,10	59,40	71,00	77,10	59,40	71,00
M11,D10,H05	74,90	57,80	71,00	74,90	57,80	71,00
M11,D10,H06	72,70	56,20	71,00	72,70	56,20	71,00
M11,D10,H07	70,50	54,60	71,10	70,50	54,60	71,10
M11,D10,H08	68,10	59,00	68,80	68,10	59,00	68,80
M11,D10,H09	65,70	63,40	66,60	65,70	63,40	66,60
M11,D10,H10	63,30	67,80	64,30	63,30	67,80	64,30
M11,D10,H11	60,90	72,20	62,00	60,90	72,20	62,00
M11,D10,H12	58,40	76,60	59,80	58,40	76,60	59,80
M11,D10,H13	56,00	81,00	57,50	56,00	81,00	57,50
M11,D10,H14	58,60	79,20	56,40	58,60	79,20	56,40
M11,D10,H15	61,20	77,30	55,30	61,20	77,30	55,30
M11,D10,H16	63,80	75,40	54,10	63,80	75,40	54,10
M11,D10,H17	66,40	73,50	53,00	66,40	73,50	53,00
M11,D10,H18	69,00	71,70	51,90	69,00	71,70	51,90
M11,D10,H19	71,60	69,80	50,70	71,60	69,80	50,70
M11,D10,H20	73,40	61,70	45,50	73,40	61,70	45,50
M11,D10,H21	75,20	53,50	40,20	75,20	53,50	40,20
M11,D10,H22	77,00	45,40	35,00	77,00	45,40	35,00
M11,D10,H23	78,80	37,20	29,70	78,80	37,20	29,70
M11,D10,H24	80,60	29,10	24,50	80,60	29,10	24,50
M11,D11,H01	82,30	20,90	19,30	82,30	20,90	19,30
M11,D11,H02	81,50	18,90	17,50	81,50	18,90	17,50
M11,D11,H03	80,70	16,80	15,70	80,70	16,80	15,70
M11,D11,H04	79,80	14,70	14,00	79,80	14,70	14,00
M11,D11,H05	79,00	12,60	12,20	79,00	12,60	12,20
M11,D11,H06	78,20	10,50	10,40	78,20	10,50	10,40
M11,D11,H07	77,30	8,40	8,65	77,30	8,40	8,65
M11,D11,H08	71,70	7,53	8,19	71,70	7,53	8,19
M11,D11,H09	66,10	6,66	7,73	66,10	6,66	7,73
M11,D11,H10	60,50	5,79	7,27	60,50	5,79	7,27
M11,D11,H11	54,90	4,92	6,81	54,90	4,92	6,81
M11,D11,H12	49,20	4,05	6,35	49,20	4,05	6,35
M11,D11,H13	43,60	3,18	5,89	43,60	3,18	5,89
M11,D11,H14	39,10	2,85	5,02	39,10	2,85	5,02
M11,D11,H15	34,60	2,53	4,15	34,60	2,53	4,15
M11,D11,H16	30,00	2,20	3,28	30,00	2,20	3,28
M11,D11,H17	25,50	1,88	2,40	25,50	1,88	2,40
M11,D11,H18	21,00	1,55	1,53	21,00	1,55	1,53
M11,D11,H19	16,40	1,22	0,66	16,40	1,22	0,66
M11,D11,H20	16,00	1,28	0,69	16,00	1,28	0,69
M11,D11,H21	15,60	1,33	0,72	15,60	1,33	0,72
M11,D11,H22	15,20	1,38	0,75	15,20	1,38	0,75
M11,D11,H23	14,80	1,44	0,78	14,80	1,44	0,78
M11,D11,H24	14,40	1,49	0,81	14,40	1,49	0,81
M11,D12,H01	14,00	1,54	0,84	14,00	1,54	0,84
M11,D12,H02	14,50	3,17	0,88	14,50	3,17	0,88
M11,D12,H03	15,00	4,80	0,93	15,00	4,80	0,93
M11,D12,H04	15,50	6,42	0,97	15,50	6,42	0,97
M11,D12,H05	16,00	8,05	1,01	16,00	8,05	1,01
M11,D12,H06	16,50	9,67	1,06	16,50	9,67	1,06
M11,D12,H07	17,00	11,30	1,10	17,00	11,30	1,10
M11,D12,H08	14,70	17,90	1,24	14,70	17,90	1,24
M11,D12,H09	12,50	24,50	1,37	12,50	24,50	1,37
M11,D12,H10	10,30	31,00	1,50	10,30	31,00	1,50
M11,D12,H11	8,04	37,60	1,63	8,04	37,60	1,63
M11,D12,H12	5,80	44,20	1,77	5,80	44,20	1,77
M11,D12,H13	3,57	50,80	1,90	3,57	50,80	1,90
M11,D12,H14	3,36	55,80	3,66	3,36	55,80	3,66
M11,D12,H15	3,15	60,80	5,42	3,15	60,80	5,42
M11,D12,H16	2,95	65,90	7,19	2,95	65,90	7,19
M11,D12,H17	2,74	70,90	8,95	2,74	70,90	8,95
M11,D12,H18	2,53	76,00	10,70	2,53	76,00	10,70
M11,D12,H19	2,33	81,00	12,50	2,33	81,00	12,50
M11,D12,H20	4,46	82,40	16,20	4,46	82,40	16,20
M11,D12,H21	6,59	83,90	19,80	6,59	83,90	19,80
M11,D12,H22	8,72	85,40	23,50	8,72	85,40	23,50
M11,D12,H23	10,90	86,80	27,20	10,90	86,80	27,20
M11,D12,H24	13,00	88,30	30,90	13,00	88,30	30,90
M11,D13,H01	15,10	89,70	34,60	15,10	89,70	34,60
M11,D13,H02	19,70	87,90	37,70	19,70	87,90	37,70
M11,D13,H03	24,40	86,10	40,90	24,40	86,10	40,90
M11,D13,H04	29,00	84,30	44,00	29,00	84,30	44,00
M11,D13,H05	33,60	82,60	47,20	33,60	82,60	47,20
M11,D13,H06	38,20	80,80	50,30	38,20	80,80	50,30
M11,D13,H07	42,80	79,00	53,50	42,80	79,00	53,50
M11,D13,H08	48,20	73,20	54,30	48,20	73,20	54,30
M11,D13,H09	53,60	67,50	55,20	53,60	67,50	55,20
M11,D13,H10	58,90	61,70	56,00	58,90	61,70	56,00
M11,D13,H11	64,30	55,90	56,80	64,30	55,90	56,80
M11,D13,H12	69,70	50,20	57,70	69,70	50,20	57,70
M11,D13,H13	75,10	44,40	58,50	75,10	44,40	58,50
M11,D13,H14	73,50	46,30	55,90	73,50	46,30	55,90
M11,D13,H15	71,90	48,10	53,40	71,90	48,10	53,40
M11,D13,H16	70,30	49,90	50,80	70,30	49,90	50,80
M11,D13,H17	68,70	51,70	48,30	68,70	51,70	48,30
M11,D13,H18	67,20	53,50	45,70	67,20	53,50	45,70
M11,D13,H19	65,60	55,40	43,20	65,60	55,40	43,20
M11,D13,H20	61,90	54,40	43,60	61,90	54,40	43,60
M11,D13,H21	58,20	53,40	44,00	58,20	53,40	44,00
M11,D13,H22	54,50	52,40	44,50	54,50	52,40	44,50
M11,D13,H23	50,80	51,40	44,90	50,80	51,40	44,90
M11,D13,H24	47,10	50,40	45,30	47,10	50,40	45,30
M11,D14,H01	43,40	49,40	45,80	43,40	49,40	45,80
M11,D14,H02	43,00	43,40	42,90	43,00	43,40	42,90
M11,D14,H03	42,60	37,50	40,00	42,60	37,50	40,00
M11,D14,H04	42,20	31,50	37,10	42,20	31,50	37,10
M11,D14,H05	41,80	25,50	34,20	41,80	25,50	34,20
M11,D14,H06	41,40	19,60	31,30	41,40	19,60	31,30
M11,D14,H07	41,00	13,60	28,40	41,00	13,60	28,40
M11,D14,H08	38,20	13,80	29,60	38,20	13,80	29,60
M11,D14,H09	35,40	13,90	30,90	35,40	13,90	30,90
M11,D14,H10	32,60	14,10	32,10	32,60	14,10	32,10
M11,D14,H11	29,80	14,20	33,30	29,80	14,20	33,30
M11,D14,H12	26,90	14,40	34,50	26,90	14,40	34,50
M11,D14,H13	24,10	14,50	35,70	24,10	14,50	35,70
M11,D14,H14	21,40	13,00	34,10	21,40	13,00	34,10
M11,D14,H15	18,70	11,60	32,50	18,70	11,60	32,50
M11,D14,H16	16,00	10,10	30,90	16,00	10,10	30,90
M11,D14,H17	13,30	8,63	29,40	13,30	8,63	29,40
M11,D14,H18	10,60	7,16	27,80	10,60	7,16	27,80
M11,D14,H19	7,88	5,69	26,20	7,88	5,69	26,20
M11,D14,H20	7,40	5,62	28,20	7,40	5,62	28,20
M11,D14,H21	6,92	5,55	30,10	6,92	5,55	30,10
M11,D14,H22	6,44	5,48	32,10	6,44	5,48	32,10
M11,D14,H23	5,96	5,41	34,10	5,96	5,41	34,10
M11,D14,H24	5,49	5,34	36,00	5,49	5,34	36,00
M11,D15,H01	5,01	5,27	38,00	5,01	5,27	38,00
M11,D15,H02	4,63	5,45	34,90	4,63	5,45	34,90
M11,D15,H03	4,26	5,62	31,80	4,26	5,62	31,80
M11,D15,H04	3,89	5,80	28,70	3,89	5,80	28,70
M11,D15,H05	3,51	5,97	25,60	3,51	5,97	25,60
M11,D15,H06	3,14	6,15	22,40	3,14	6,15	22,40
M11,D15,H07	2,77	6,32	19,30	2,77	6,32	19,30
M11,D15,H08	2,80	6,16	18,40	2,80	6,16	18,40
M11,D15,H09	2,83	6,00	17,40	2,83	6,00	17,40
M11,D15,H10	2,86	5,83	16,50	2,86	5,83	16,50
M11,D15,H11	2,89	5,67	15,50	2,89	5,67	15,50
M11,D15,H12	2,93	5,51	14,50	2,93	5,51	14,50
M11,D15,H13	2,96	5,35	13,60	2,96	5,35	13,60
M11,D15,H14	2,53	5,21	12,90	2,53	5,21	12,90
M11,D15,H15	2,09	5,08	12,20	2,09	5,08	12,20
M11,D15,H16	1,66	4,94	11,50	1,66	4,94	11,50
M11,D15,H17	1,23	4,80	10,80	1,23	4,80	10,80
M11,D15,H18	0,80	4,67	10,10	0,80	4,67	10,10
M11,D15,H19	0,37	4,53	9,38	0,37	4,53	9,38
M11,D15,H20	0,70	4,03	10,50	0,70	4,03	10,50
M11,D15,H21	1,04	3,54	11,60	1,04	3,54	11,60
M11,D15,H22	1,37	3,04	12,70	1,37	3,04	12,70
M11,D15,H23	1,70	2,54	13,80	1,70	2,54	13,80
M11,D15,H24	2,04	2,04	14,90	2,04	2,04	14,90
M11,D16,H01	2,37	1,54	16,00	2,37	1,54	16,00
M11,D16,H02	2,62	1,50	14,70	2,62	1,50	14,70
M11,D16,H03	2,87	1,45	13,40	2,87	1,45	13,40
M11,D16,H04	3,11	1,40	12,00	3,11	1,40	12,00
M11,D16,H05	3,36	1,36	10,70	3,36	1,36	10,70
M11,D16,H06	3,61	1,31	9,42	3,61	1,31	9,42
M11,D16,H07	3,86	1,26	8,11	3,86	1,26	8,11
M11,D16,H08	4,01	2,33	7,00	4,01	2,33	7,00
M11,D16,H09	4,16	3,40	5,89	4,16	3,40	5,89
M11,D16,H10	4,31	4,47	4,78	4,31	4,47	4,78
M11,D16,H11	4,46	5,54	3,66	4,46	5,54	3,66
M11,D16,H12	4,61	6,61	2,55	4,61	6,61	2,55
M11,D16,H13	4,76	7,68	1,44	4,76	7,68	1,44
M11,D16,H14	6,65	12,70	1,53	6,65	12,70	1,53
M11,D16,H15	8,54	17,70	1,62	8,54	17,70	1,62
M11,D16,H16	10,40	22,70	1,71	10,40	22,70	1,71
M11,D16,H17	12,30	27,70	1,80	12,30	27,70	1,80
M11,D16,H18	14,20	32,70	1,88	14,20	32,70	1,88
M11,D16,H19	16,10	37,70	1,97	16,10	37,70	1,97
M11,D16,H20	16,00	41,10	2,32	16,00	41,10	2,32
M11,D16,H21	16,00	44,50	2,66	16,00	44,50	2,66
M11,D16,H22	15,90	48,00	3,00	15,90	48,00	3,00
M11,D16,H23	15,80	51,40	3,35	15,80	51,40	3,35
M11,D16,H24	15,80	54,80	3,69	15,80	54,80	3,69
M11,D17,H01	15,70	58,20	4,04	15,70	58,20	4,04
M11,D17,H02	16,90	57,70	5,04	16,90	57,70	5,04
M11,D17,H03	18,20	57,10	6,04	18,20	57,10	6,04
M11,D17,H04	19,40	56,50	7,04	19,40	56,50	7,04
M11,D17,H05	20,70	56,00	8,04	20,70	56,00	8,04
M11,D17,H06	21,90	55,40	9,04	21,90	55,40	9,04
M11,D17,H07	23,20	54,90	10,00	23,20	54,90	10,00
M11,D17,H08	25,90	56,20	9,52	25,90	56,20	9,52
M11,D17,H09	28,60	57,50	8,99	28,60	57,50	8,99
M11,D17,H10	31,30	58,80	8,47	31,30	58,80	8,47
M11,D17,H11	34,10	60,10	7,94	34,10	60,10	7,94
M11,D17,H12	36,80	61,40	7,42	36,80	61,40	7,42
M11,D17,H13	39,50	62,70	6,89	39,50	62,70	6,89
M11,D17,H14	41,70	61,00	7,61	41,70	61,00	7,61
M11,D17,H15	44,00	59,40	8,33	44,00	59,40	8,33
M11,D17,H16	46,20	57,70	9,04	46,20	57,70	9,04
M11,D17,H17	48,40	56,00	9,76	48,40	56,00	9,76
M11,D17,H18	50,70	54,40	10,50	50,70	54,40	10,50
M11,D17,H19	52,90	52,70	11,20	52,90	52,70	11,20
M11,D17,H20	51,70	55,90	10,70	51,70	55,90	10,70
M11,D17,H21	50,50	59,10	10,20	50,50	59,10	10,20
M11,D17,H22	49,30	62,30	9,72	49,30	62,30	9,72
M11,D17,H23	48,10	65,50	9,22	48,10	65,50	9,22
M11,D17,H24	46,90	68,70	8,73	46,90	68,70	8,73
M11,D18,H01	45,70	71,90	8,23	45,70	71,90	8,23
M11,D18,H02	44,70	72,50	13,80	44,70	72,50	13,80
M11,D18,H03	43,70	73,10	19,40	43,70	73,10	19,40
M11,D18,H04	42,70	73,70	24,90	42,70	73,70	24,90
M11,D18,H05	41,70	74,30	30,50	41,70	74,30	30,50
M11,D18,H06	40,70	74,90	36,10	40,70	74,90	36,10
M11,D18,H07	39,70	75,50	41,60	39,70	75,50	41,60
M11,D18,H08	41,00	70,50	43,00	41,00	70,50	43,00
M11,D18,H09	42,30	65,40	44,40	42,30	65,40	44,40
M11,D18,H10	43,50	60,40	45,80	43,50	60,40	45,80
M11,D18,H11	44,80	55,40	47,20	44,80	55,40	47,20
M11,D18,H12	46,10	50,40	48,60	46,10	50,40	48,60
M11,D18,H13	47,40	45,30	50,00	47,40	45,30	50,00
M11,D18,H14	46,30	45,90	48,60	46,30	45,90	48,60
M11,D18,H15	45,30	46,40	47,20	45,30	46,40	47,20
M11,D18,H16	44,20	46,90	45,70	44,20	46,90	45,70
M11,D18,H17	43,20	47,50	44,30	43,20	47,50	44,30
M11,D18,H18	42,10	48,00	42,80	42,10	48,00	42,80
M11,D18,H19	41,00	48,50	41,40	41,00	48,50	41,40
M11,D18,H20	44,00	45,90	38,20	44,00	45,90	38,20
M11,D18,H21	47,00	43,40	34,90	47,00	43,40	34,90
M11,D18,H22	50,00	40,80	31,70	50,00	40,80	31,70
M11,D18,H23	53,00	38,20	28,50	53,00	38,20	28,50
M11,D18,H24	56,00	35,60	25,30	56,00	35,60	25,30
M11,D19,H01	58,90	33,00	22,00	58,90	33,00	22,00
M11,D19,H02	57,70	32,40	21,10	57,70	32,40	21,10
M11,D19,H03	56,40	31,80	20,10	56,40	31,80	20,10
M11,D19,H04	55,10	31,20	19,10	55,10	31,20	19,10
M11,D19,H05	53,80	30,60	18,20	53,80	30,60	18,20
M11,D19,H06	52,50	30,00	17,20	52,50	30,00	17,20
M11,D19,H07	51,30	29,40	16,20	51,30	29,40	16,20
M11,D19,H08	45,80	35,60	17,40	45,80	35,60	17,40
M11,D19,H09	40,30	41,90	18,60	40,30	41,90	18,60
M11,D19,H10	34,80	48,10	19,70	34,80	48,10	19,70
M11,D19,H11	29,30	54,40	20,90	29,30	54,40	20,90
M11,D19,H12	23,80	60,60	22,10	23,80	60,60	22,10
M11,D19,H13	18,30	66,90	23,20	18,30	66,90	23,20
M11,D19,H14	19,50	69,30	25,20	19,50	69,30	25,20
M11,D19,H15	20,70	71,80	27,20	20,70	71,80	27,20
M11,D19,H16	22,00	74,30	29,20	22,00	74,30	29,20
M11,D19,H17	23,20	76,70	31,20	23,20	76,70	31,20
M11,D19,H18	24,40	79,20	33,20	24,40	79,20	33,20
M11,D19,H19	25,60	81,70	35,30	25,60	81,70	35,30
M11,D19,H20	28,20	83,10	36,20	28,20	83,10	36,20
M11,D19,H21	30,80	84,40	37,20	30,80	84,40	37,20
M11,D19,H22	33,30	85,80	38,20	33,30	85,80	38,20
M11,D19,H23	35,90	87,20	39,20	35,90	87,20	39,20
M11,D19,H24	38,50	88,60	40,20	38,50	88,60	40,20
M11,D20,H01	41,10	90,00	41,10	41,10	90,00	41,10
M11,D20,H02	43,30	89,60	39,50	43,30	89,60	39,50
M11,D20,H03	45,50	89,20	37,80	45,50	89,20	37,80
M11,D20,H04	47,70	88,80	36,20	47,70	88,80	36,20
M11,D20,H05	49,90	88,50	34,50	49,90	88,50	34,50
M11,D20,H06	52,10	88,10	32,90	52,10	88,10	32,90
M11,D20,H07	54,30	87,70	31,20	54,30	87,70	31,20
M11,D20,H08	55,40	87,50	31,40	55,40	87,50	31,40
M11,D20,H09	56,60	87,30	31,60	56,60	87,30	31,60
M11,D20,H10	57,70	87,20	31,70	57,70	87,20	31,70
M11,D20,H11	58,90	87,00	31,90	58,90	87,00	31,90
M11,D20,H12	60,00	86,80	32,10	60,00	86,80	32,10
M11,D20,H13	61,10	86,60	32,30	61,10	86,60	32,30
M11,D20,H14	63,20	86,20	31,80	63,20	86,20	31,80
M11,D20,H15	65,20	85,80	31,40	65,20	85,80	31,40
M11,D20,H16	67,30	85,40	31,00	67,30	85,40	31,00
M11,D20,H17	69,30	85,00	30,60	69,30	85,00	30,60
M11,D20,H18	71,40	84,60	30,10	71,40	84,60	30,10
M11,D20,H19	73,40	84,20	29,70	73,40	84,20	29,70
M11,D20,H20	74,90	84,30	28,90	74,90	84,30	28,90
M11,D20,H21	76,40	84,40	28,10	76,40	84,40	28,10
M11,D20,H22	77,90	84,60	27,20	77,90	84,60	27,20
M11,D20,H23	79,50	84,70	26,40	79,50	84,70	26,40
M11,D20,H24	81,00	84,80	25,60	81,00	84,80	25,60
